A5表 都道府県別集計,,平成23年確定値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,平成23年確定値,,,,,,,,,,,,,,,,,,,,,,,,,,,,平成23年確定値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自殺日・住居地,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
都道府県コード,都道府県名,自殺者数,自殺死亡率,年換算した自殺死亡率,年齢 (10歳階級）別,,,,,,,,,同居人の有無,,,職業別,,,,,,,,,,場所別,,,,,,,手段別,,,,,,,自殺の時間帯別,,,,,,,,,,,,,自殺の曜日別,,,,,,,,原因・動機別,,,,,,,,自殺未遂歴の有無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,20歳未満,20-29,30-39,40-49,50-59,60-69,70-79,80歳以上,不詳,あり,なし,不詳,自営業・家族従業者,被雇用・勤め人,無職,,,,,,,不詳,自宅等,高層ビル,乗物,海（湖）・河川等,山,その他,不詳,首つり,服毒,練炭等,飛降り,飛込み,その他,不詳,0-2時,2-4時,4-6時,6-8時,8-10時,10-12時,12-14時,14-16時,16-18時,18-20時,20-22時,22-24時,不詳,日曜,月曜,火曜,水曜,木曜,金曜,土曜,不詳,家庭問題,健康問題,経済・生活問題,勤務問題,男女問題,学校問題,その他,不詳,あり,なし,不詳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,茨城県,205,13.79 ,13.79 ,5,27,33,24,32,36,22,26,0,167,37,1,4,34,164,7,157,50,3,42,62,3,152,6,13,12,1,21,0,133,15,12,9,5,31,0,8,9,15,14,13,24,17,17,24,13,8,11,32,25,28,24,29,33,34,29,3,34,130,9,4,7,5,10,49,39,113,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,栃木県,162,16.17 ,16.17 ,4,10,22,13,27,35,21,30,0,145,17,0,5,18,137,3,134,52,0,56,26,2,120,4,9,11,2,16,0,101,13,11,11,5,21,0,8,8,13,8,9,14,15,19,14,14,3,1,36,24,24,17,22,25,23,22,5,29,118,13,0,6,1,8,31,41,64,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,群馬県,150,14.84 ,14.84 ,0,15,20,26,19,27,22,21,0,126,24,0,4,15,131,2,129,47,2,23,57,0,100,4,9,12,3,22,0,91,13,12,15,3,16,0,4,5,7,9,10,9,13,7,6,3,2,6,69,27,19,23,20,28,16,14,3,22,119,9,4,8,0,13,0,63,86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,埼玉県,541,15.26 ,15.26 ,16,72,82,76,69,107,59,60,0,438,102,1,5,84,448,21,427,120,12,171,124,4,392,44,15,34,4,52,0,311,23,27,58,22,100,0,34,25,40,34,27,53,71,54,57,33,26,35,52,88,75,77,78,58,80,77,8,74,440,21,19,18,5,25,19,212,284,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,千葉県,448,14.58 ,14.58 ,16,49,75,66,57,81,60,44,0,367,81,0,9,50,388,16,372,157,5,61,149,1,330,17,11,13,2,75,0,291,30,14,49,15,49,0,29,27,41,39,34,38,44,45,46,30,24,20,31,57,70,61,57,65,76,60,2,81,291,35,11,23,9,17,116,181,201,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,東京都,1076,16.85 ,16.85 ,24,184,190,196,136,171,106,69,0,728,342,6,26,199,827,55,772,237,18,106,411,24,687,158,7,41,3,180,0,653,29,26,203,45,119,1,94,68,91,67,64,97,74,81,82,68,44,72,174,125,163,154,163,155,152,151,13,140,585,55,31,65,12,34,395,333,467,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,神奈川県,598,13.51 ,13.51 ,13,70,103,99,74,114,77,48,0,472,126,0,13,86,498,25,473,215,12,59,187,1,461,20,8,18,4,87,0,409,21,21,71,16,59,1,51,33,44,25,31,46,49,43,31,36,26,34,149,92,83,87,76,84,84,82,10,89,324,37,20,29,8,24,234,200,332,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,新潟県,218,17.80 ,17.80 ,4,26,23,22,25,32,36,50,0,189,29,0,4,38,176,4,172,45,3,72,52,0,161,5,8,22,1,21,0,138,10,11,15,0,44,0,22,11,27,17,16,22,19,16,19,10,6,8,25,29,35,37,27,36,26,28,0,22,95,10,7,7,4,5,102,60,109,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,富山県,102,18.05 ,18.05 ,1,6,13,13,13,17,21,18,0,85,17,0,4,15,82,0,82,30,1,26,25,1,67,0,4,23,0,8,0,58,7,7,5,1,24,0,5,7,11,10,2,12,7,11,8,5,3,6,15,15,12,15,13,10,17,19,1,24,88,17,4,5,0,10,0,24,68,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,石川県,83,13.81 ,13.81 ,2,12,9,14,12,16,12,6,0,68,14,1,2,17,63,4,59,21,2,18,18,1,58,3,2,5,1,14,0,49,3,2,11,3,15,0,4,1,4,7,4,6,11,6,14,2,3,2,19,11,10,9,10,12,16,10,5,6,52,6,2,5,3,10,18,20,47,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,福井県,42,10.12 ,10.12 ,0,2,4,6,7,8,7,8,0,35,7,0,1,6,34,0,34,10,1,14,9,1,31,2,2,4,0,3,0,27,3,2,4,0,6,0,3,4,3,3,2,7,4,3,3,3,1,2,4,8,6,2,6,10,5,4,1,11,33,6,1,1,0,2,9,8,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,山梨県,76,17.35 ,17.35 ,2,5,6,13,13,13,10,14,0,63,13,0,5,14,57,1,56,23,0,10,23,0,52,2,4,8,0,10,0,51,2,2,6,3,12,0,2,1,8,6,6,7,1,12,5,3,6,9,10,11,11,11,8,14,9,10,2,14,57,6,4,1,1,7,8,15,39,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,長野県,150,13.61 ,13.61 ,3,16,19,28,22,21,22,19,0,132,18,0,7,32,111,5,106,36,5,41,24,0,111,3,7,14,1,14,0,106,4,11,10,0,19,0,8,9,8,21,8,12,14,12,9,8,9,2,30,24,25,14,18,29,16,24,0,37,135,15,9,10,2,5,6,57,83,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,岐阜県,148,13.90 ,13.90 ,5,6,12,16,19,21,42,27,0,116,32,0,5,20,123,6,117,25,2,61,29,0,101,3,7,17,5,15,0,96,5,9,10,1,27,0,15,8,12,16,3,6,17,15,11,10,9,5,21,21,28,21,21,15,19,23,0,26,96,16,8,7,1,3,34,29,79,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,静岡県,277,14.56 ,14.56 ,11,22,32,33,46,55,45,33,0,227,44,6,10,34,231,9,222,78,3,51,90,2,203,5,11,22,2,34,0,175,13,11,31,3,43,1,26,17,17,23,14,28,25,24,24,18,13,13,35,44,37,33,42,32,43,44,2,48,146,22,9,8,3,12,105,86,150,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,愛知県,521,14.42 ,14.42 ,11,77,54,87,70,81,73,67,1,405,111,5,4,88,426,18,408,132,8,161,107,3,368,26,13,37,3,74,0,333,10,21,70,9,77,1,42,27,44,39,33,43,58,52,41,38,15,11,78,79,77,69,76,78,76,55,11,92,389,29,23,20,6,24,68,136,287,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,三重県,106,11.22 ,11.22 ,3,16,15,10,13,16,17,16,0,76,29,1,2,19,81,5,76,41,1,14,20,4,72,1,5,8,0,20,0,77,2,4,7,1,15,0,9,7,12,13,5,11,15,5,10,6,4,2,7,19,19,18,17,9,8,16,0,26,66,8,6,6,1,11,14,22,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,滋賀県,99,14.04 ,14.04 ,4,8,16,6,13,21,15,16,0,85,14,0,0,11,88,4,84,22,3,36,23,0,63,3,3,17,1,12,0,61,4,3,11,2,18,0,5,5,11,9,8,7,12,8,8,10,6,3,7,14,16,10,16,18,11,14,0,37,79,12,1,5,3,20,0,36,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,京都府,197,14.90 ,14.90 ,0,30,35,22,32,28,34,16,0,142,55,0,2,25,167,12,155,41,10,43,61,3,129,20,4,14,0,30,0,119,7,7,28,5,31,0,18,7,8,9,5,12,19,9,15,7,11,9,68,34,33,23,20,26,25,29,7,31,136,14,5,14,3,13,41,63,80,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,大阪府,660,14.79 ,14.79 ,8,80,108,126,91,111,89,47,0,467,192,1,16,110,531,20,511,151,9,220,131,3,410,119,5,34,7,85,0,374,42,12,142,13,77,0,64,44,54,40,29,52,61,50,46,51,37,41,91,98,118,92,72,89,103,84,4,130,536,52,36,53,6,34,65,250,338,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,兵庫県,440,15.20 ,15.20 ,10,41,61,58,71,88,63,48,0,285,154,1,12,57,370,15,355,77,6,135,137,1,295,41,15,29,2,58,0,256,29,16,64,15,60,0,48,29,29,40,40,33,39,45,39,31,43,21,3,85,55,64,62,50,66,57,1,74,306,23,8,22,6,37,50,149,241,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,奈良県,77,10.48 ,10.48 ,1,7,9,10,13,17,9,11,0,63,14,0,4,6,66,2,64,25,2,3,34,1,54,3,4,3,2,11,0,52,3,6,4,5,7,0,11,4,5,5,5,6,6,12,4,4,2,4,9,7,13,15,11,13,9,9,0,15,54,1,4,2,1,2,16,15,45,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,和歌山県,95,17.61 ,17.61 ,0,6,10,12,11,18,19,19,0,74,21,0,6,7,82,1,81,24,3,24,30,0,76,2,2,5,0,10,0,66,4,2,7,2,14,0,16,3,12,8,7,9,8,5,6,7,5,3,6,17,16,17,15,9,10,11,0,15,64,2,1,4,1,1,26,25,54,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,鳥取県,42,13.60 ,13.60 ,0,8,6,3,6,6,9,4,0,31,11,0,3,11,28,1,27,4,0,11,12,0,30,0,2,3,3,4,0,28,2,4,1,1,6,0,4,2,4,6,1,3,1,4,8,4,0,1,4,7,6,4,9,4,5,7,0,3,20,5,2,4,0,2,16,16,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,島根県,47,12.52 ,12.52 ,3,0,5,5,8,7,10,9,0,42,5,0,3,8,36,3,33,12,0,13,8,0,29,1,2,2,2,11,0,40,0,2,2,0,3,0,1,3,3,2,6,2,3,9,6,2,2,1,7,12,7,5,12,6,2,2,1,12,36,0,1,1,3,0,7,10,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,岡山県,127,12.68 ,12.68 ,0,14,12,10,23,27,23,18,0,99,28,0,4,13,108,4,104,42,3,27,32,2,84,4,5,14,4,16,0,87,0,2,12,3,23,0,13,6,6,11,6,15,12,11,14,3,7,9,14,24,23,16,15,16,12,21,0,33,81,7,6,4,2,7,30,36,73,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,広島県,206,13.99 ,13.99 ,4,20,26,32,28,40,27,29,0,150,56,0,10,36,160,6,154,53,8,49,44,0,142,20,6,15,6,17,0,134,14,9,23,1,25,0,8,5,12,12,8,14,16,21,21,18,12,8,51,35,37,32,24,22,27,26,3,44,157,15,11,14,1,14,36,58,120,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,山口県,98,12.78 ,12.78 ,2,11,13,4,13,22,14,19,0,69,29,0,2,15,81,1,80,19,0,34,27,0,56,10,4,7,4,17,0,65,1,3,14,1,14,0,10,7,7,6,8,9,7,11,8,2,6,4,13,19,11,15,8,17,14,13,1,20,92,5,2,2,0,6,11,29,50,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,徳島県,48,11.57 ,11.57 ,1,4,8,7,5,8,6,9,0,36,12,0,4,7,37,1,36,3,0,19,14,0,27,2,4,4,2,9,0,30,2,3,5,0,8,0,2,0,7,8,3,3,5,7,3,2,2,1,5,7,7,5,6,8,8,7,0,7,22,2,3,4,0,2,18,17,22,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,香川県,75,14.33 ,14.33 ,1,9,8,18,9,12,9,9,0,63,12,0,4,17,54,0,54,19,4,13,18,0,50,3,7,7,0,8,0,43,2,8,6,0,16,0,4,7,7,7,6,7,9,4,7,3,7,4,3,14,4,9,8,14,13,13,0,22,40,7,5,7,0,4,19,20,48,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,愛媛県,124,16.23 ,16.23 ,5,11,8,13,17,32,23,15,0,102,21,1,7,13,103,5,98,31,1,30,36,1,84,7,2,13,1,17,0,78,5,5,12,3,21,0,14,10,8,11,7,12,14,12,11,10,2,3,10,17,11,18,28,16,22,10,2,18,50,10,0,3,3,4,54,36,57,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,高知県,60,14.78 ,14.78 ,4,4,6,7,12,7,10,10,0,51,9,0,1,9,50,4,46,9,1,16,20,0,37,1,3,7,2,10,0,34,3,3,8,0,12,0,8,3,6,3,6,6,6,6,5,5,3,3,0,7,7,13,7,4,10,12,0,9,40,6,1,5,1,4,8,18,35,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,福岡県,420,15.85 ,15.85 ,10,41,63,68,60,60,81,37,0,297,117,6,17,72,327,9,318,81,8,91,138,4,265,31,19,31,3,71,0,244,11,28,64,8,65,0,36,24,24,27,24,47,32,29,42,28,25,29,53,46,61,65,58,53,69,57,11,77,238,27,23,23,2,18,133,128,206,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,佐賀県,56,12.43 ,12.43 ,1,4,6,6,13,7,12,7,0,48,8,0,7,6,42,1,41,13,1,11,16,1,33,5,1,11,0,6,0,27,6,1,7,1,14,0,0,3,3,5,2,6,6,6,5,4,5,3,8,7,12,8,6,6,12,4,1,13,46,5,1,2,1,9,2,18,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,長崎県,109,14.25 ,14.25 ,1,12,13,11,14,22,14,22,0,88,21,0,8,16,85,2,83,26,2,33,22,0,77,3,3,8,3,15,0,79,5,1,9,0,15,0,5,6,11,16,5,13,8,12,14,6,4,2,7,16,14,12,15,19,12,20,1,14,74,10,2,6,1,16,26,29,67,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,熊本県,135,13.99 ,13.99 ,1,10,19,13,28,15,23,26,0,103,32,0,4,20,111,1,110,24,3,61,22,0,96,5,10,9,3,12,0,86,13,8,8,1,19,0,7,12,3,8,7,17,9,14,17,12,7,7,15,19,25,17,8,25,21,19,1,28,113,11,6,13,1,13,19,43,76,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,大分県,86,13.60 ,13.60 ,1,9,8,5,22,17,15,9,0,72,14,0,3,14,69,1,68,25,2,23,18,0,55,2,5,12,1,11,0,56,4,3,6,1,16,0,5,10,2,11,5,12,6,6,6,3,4,3,13,12,9,12,15,10,15,13,0,23,65,4,4,2,0,9,13,29,51,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,宮崎県,91,15.02 ,15.02 ,0,6,10,7,13,14,22,19,0,66,25,0,5,11,75,1,74,17,0,43,14,0,64,3,7,5,2,10,0,69,4,8,6,0,4,0,4,6,6,13,9,6,9,5,8,5,1,5,14,18,10,17,12,14,9,10,1,13,78,6,0,7,0,8,14,28,47,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,鹿児島県,131,14.42 ,14.42 ,3,12,14,14,25,23,21,19,0,91,40,0,6,20,103,6,97,33,1,31,32,2,94,5,1,10,3,18,0,85,5,7,12,1,20,1,8,7,7,14,12,14,9,13,11,6,3,8,19,18,23,19,18,21,14,17,1,16,68,12,4,2,3,4,50,41,66,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,沖縄県,81,11.29 ,11.29 ,1,8,10,14,19,18,6,5,0,59,22,0,2,10,68,1,67,18,4,10,35,1,52,10,2,6,3,8,0,51,10,1,15,0,4,0,4,8,5,4,9,8,5,2,6,5,0,2,23,7,7,13,16,4,18,12,4,16,62,12,2,1,0,2,12,31,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,不明,24,0.00 ,0.00 ,0,1,1,2,3,3,0,0,14,0,8,16,0,0,7,0,7,0,1,0,6,17,0,4,4,2,2,12,0,8,0,4,6,3,2,1,3,0,4,2,1,0,1,0,1,1,4,2,5,3,3,7,2,2,2,3,2,1,0,3,0,0,0,1,20,1,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
