A5表 都道府県別集計,,平成21年確定値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,平成21年確定値,,,,,,,,,,,,,,,,,,,,,,,,,,,,平成21年確定値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自殺日・住居地,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
都道府県コード,都道府県名,自殺者数,自殺死亡率,年換算した自殺死亡率,年齢 (10歳階級）別,,,,,,,,,同居人の有無,,,職業別,,,,,,,,,,場所別,,,,,,,手段別,,,,,,,自殺の時間帯別,,,,,,,,,,,,,自殺の曜日別,,,,,,,,原因・動機別,,,,,,,,自殺未遂歴の有無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,20歳未満,20-29,30-39,40-49,50-59,60-69,70-79,80歳以上,不詳,あり,なし,不詳,自営業・家族従業者,被雇用・勤め人,無職,,,,,,,不詳,自宅等,高層ビル,乗物,海（湖）・河川等,山,その他,不詳,首つり,服毒,練炭等,飛降り,飛込み,その他,不詳,0-2時,2-4時,4-6時,6-8時,8-10時,10-12時,12-14時,14-16時,16-18時,18-20時,20-22時,22-24時,不詳,日曜,月曜,火曜,水曜,木曜,金曜,土曜,不詳,家庭問題,健康問題,経済・生活問題,勤務問題,男女問題,学校問題,その他,不詳,あり,なし,不詳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,茨城県,195,13.08 ,13.08 ,2,22,25,19,28,40,28,31,0,169,26,0,9,22,163,3,160,46,9,50,55,1,129,10,11,21,2,22,0,113,13,11,15,5,38,0,11,8,17,17,8,13,16,21,16,11,9,14,34,31,21,33,30,28,23,26,3,30,128,10,2,3,1,5,62,45,97,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,栃木県,166,16.50 ,16.50 ,4,18,19,24,19,32,20,30,0,145,20,1,7,14,144,3,141,51,0,47,43,1,116,6,19,9,6,10,0,90,12,15,13,1,35,0,11,10,21,17,5,18,14,15,10,8,7,6,24,16,22,21,26,22,24,32,3,38,157,17,4,4,0,14,5,40,85,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,群馬県,151,14.86 ,14.86 ,1,23,24,8,22,26,21,26,0,117,33,1,10,27,111,3,108,28,4,23,53,3,85,4,13,17,1,31,0,70,9,16,11,8,37,0,11,6,5,6,6,12,9,10,9,5,8,3,61,25,28,22,21,18,23,12,2,27,120,14,3,11,1,20,10,58,82,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,埼玉県,542,15.40 ,15.40 ,16,54,97,76,87,86,91,35,0,437,105,0,10,81,444,26,418,131,10,150,127,7,350,40,26,40,7,79,0,241,61,32,67,35,106,0,27,33,44,49,34,51,46,50,47,36,33,34,58,69,88,83,70,74,80,69,9,96,470,44,9,26,10,30,15,208,303,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,千葉県,430,14.09 ,14.09 ,17,43,66,50,65,81,62,46,0,351,78,1,15,65,348,18,330,120,7,71,132,2,285,26,22,26,3,68,0,219,29,28,54,15,84,1,28,19,38,38,27,35,42,40,39,28,18,25,53,58,56,65,51,76,62,55,7,66,270,28,15,19,8,14,123,148,226,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,東京都,909,14.39 ,14.39 ,19,150,170,134,129,164,96,47,0,633,274,2,20,162,716,38,678,262,18,140,258,11,534,181,12,55,5,122,0,422,40,42,206,44,153,2,72,50,60,65,61,58,64,76,78,71,59,68,127,132,146,143,127,114,135,101,11,123,561,46,19,50,5,28,260,279,511,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,神奈川県,537,12.25 ,12.25 ,14,71,106,90,72,86,64,34,0,410,117,10,14,85,432,16,416,195,15,51,155,6,369,31,11,16,7,102,1,295,18,31,83,27,82,1,28,29,18,34,26,39,32,25,29,33,23,24,197,58,68,84,67,77,71,67,45,78,269,49,18,30,2,21,204,163,293,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,新潟県,218,17.63 ,17.63 ,3,24,19,23,34,37,31,47,0,181,37,0,7,30,180,4,176,46,4,75,51,1,137,5,7,33,4,32,0,118,10,11,17,7,55,0,10,12,15,16,13,26,22,30,20,13,10,8,23,26,30,35,31,28,34,33,1,31,96,12,6,0,2,8,98,59,124,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,富山県,102,17.90 ,17.90 ,4,11,10,8,10,23,19,17,0,89,13,0,4,12,86,4,82,33,4,24,21,0,62,1,7,15,3,14,0,57,5,6,5,2,26,1,10,3,9,7,4,12,10,6,9,6,8,5,13,16,11,17,14,16,14,14,0,20,77,6,5,2,2,5,12,26,64,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,石川県,70,11.60 ,11.60 ,4,7,14,10,14,7,9,5,0,59,10,1,7,15,47,5,42,13,2,10,17,1,51,2,7,3,0,7,0,52,0,8,4,1,5,0,4,3,3,5,6,11,5,11,5,3,1,2,11,9,9,9,9,9,12,13,0,16,33,14,3,1,3,2,19,17,39,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,福井県,53,12.67 ,12.67 ,0,6,4,11,4,7,10,11,0,43,9,1,1,6,46,1,45,16,1,15,13,0,33,2,3,4,3,8,0,34,0,4,4,0,11,0,2,5,10,5,2,6,4,2,6,3,2,4,2,5,6,9,6,6,11,10,0,5,38,3,3,4,1,3,12,15,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,山梨県,63,14.27 ,14.27 ,1,7,13,10,11,4,6,11,0,54,9,0,3,14,46,2,44,17,0,6,21,0,38,0,9,2,2,12,0,38,4,10,2,4,4,1,8,4,4,2,3,7,6,6,7,3,4,2,7,6,13,10,6,10,11,6,1,17,45,10,4,8,1,3,5,13,26,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,長野県,160,14.42 ,14.42 ,1,13,19,20,20,23,34,30,0,128,32,0,10,28,122,3,119,25,2,61,31,0,102,3,15,21,5,14,0,96,6,16,16,2,24,0,10,11,7,18,10,12,15,16,12,7,8,4,30,23,18,28,25,24,23,17,2,34,132,9,6,11,2,21,21,37,102,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,岐阜県,147,13.72 ,13.72 ,3,14,19,21,15,25,23,27,0,125,21,1,4,16,126,4,122,29,4,49,40,1,92,6,13,14,4,18,0,90,3,10,13,4,26,1,9,6,8,16,10,12,15,13,16,8,10,7,17,15,22,23,22,25,20,19,1,20,93,11,3,4,1,10,38,29,65,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,静岡県,219,11.47 ,11.47 ,5,19,27,28,37,42,34,27,0,177,42,0,10,34,174,4,170,61,4,66,39,1,140,10,12,20,4,33,0,111,23,16,26,3,40,0,22,17,16,19,13,22,19,26,21,10,5,10,19,38,27,26,35,24,34,31,4,29,144,16,3,4,4,6,63,71,113,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,愛知県,474,13.19 ,13.19 ,15,50,63,64,60,90,69,63,0,371,98,5,8,73,389,18,371,126,12,150,83,4,314,40,24,30,4,62,0,259,14,31,66,15,88,1,45,27,26,42,31,55,38,40,35,33,29,28,45,64,61,68,76,80,69,53,3,77,310,35,12,13,7,16,103,125,247,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,三重県,104,10.96 ,10.96 ,2,7,19,12,12,21,17,14,0,87,17,0,1,14,89,1,88,13,3,36,36,0,69,2,5,11,2,15,0,58,2,6,5,10,23,0,12,7,4,5,10,9,11,10,10,7,3,6,10,14,18,6,11,19,16,16,4,12,79,5,1,1,1,3,3,14,41,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,滋賀県,86,12.27 ,12.27 ,4,11,7,6,18,16,14,10,0,72,14,0,2,12,72,5,67,19,0,30,18,0,65,1,2,11,0,7,0,51,4,6,5,3,17,0,2,2,9,7,5,8,10,10,10,7,7,5,4,10,18,12,10,11,11,14,0,24,82,12,7,1,3,9,3,31,52,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,京都府,193,14.56 ,14.56 ,7,24,24,29,23,40,26,20,0,143,50,0,3,24,164,13,151,46,2,54,49,2,131,21,7,11,2,21,0,103,15,10,33,6,26,0,16,12,11,12,8,18,12,6,14,14,14,7,49,19,25,24,34,27,30,31,3,26,117,7,6,9,5,7,49,57,87,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,大阪府,646,14.50 ,14.50 ,10,95,99,99,90,127,88,38,0,469,175,2,14,106,521,10,511,141,14,204,152,5,365,143,15,33,2,88,0,306,48,23,156,24,89,0,60,34,54,45,32,54,53,55,52,53,39,34,81,89,97,79,86,95,93,96,11,90,656,69,21,40,2,35,19,224,316,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,兵庫県,412,14.22 ,14.22 ,8,47,59,49,62,84,54,49,0,286,118,8,11,52,344,16,328,78,5,99,146,5,259,5,12,31,5,100,0,194,19,13,88,14,84,0,54,34,37,49,23,38,36,32,27,23,33,22,4,59,61,51,65,61,51,63,1,50,310,24,9,11,5,27,43,130,237,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,奈良県,92,12.46 ,12.46 ,1,10,13,12,25,8,11,12,0,77,15,0,4,8,78,1,77,31,3,1,42,2,61,3,6,6,1,15,0,56,0,9,5,4,18,0,9,9,5,7,3,3,13,9,13,9,4,2,6,7,12,11,19,11,14,17,1,10,69,6,0,4,1,3,21,24,41,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,和歌山県,85,15.57 ,15.57 ,0,12,5,7,9,18,13,21,0,61,24,0,5,9,71,1,70,22,0,24,24,0,57,3,3,6,1,15,0,60,4,4,3,1,13,0,7,6,5,5,7,6,9,6,9,6,3,4,12,11,12,9,8,18,13,13,1,15,55,0,1,9,1,3,18,17,49,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,鳥取県,43,13.77 ,13.77 ,1,5,7,2,5,4,9,10,0,33,10,0,2,5,36,1,35,4,1,10,20,0,25,1,2,3,1,11,0,27,3,2,3,1,6,1,1,3,4,6,2,3,4,1,3,1,4,2,9,5,11,4,6,6,4,6,1,6,18,1,0,1,0,0,23,8,21,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,島根県,65,17.08 ,17.08 ,0,7,10,6,9,13,8,12,0,53,12,0,1,13,50,1,49,13,1,13,22,1,43,1,3,9,1,8,0,36,3,3,7,1,14,1,8,3,5,6,6,5,9,6,5,5,0,2,5,9,11,8,11,11,8,7,0,9,38,1,3,2,1,4,18,19,33,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,岡山県,109,10.83 ,10.83 ,5,6,20,10,15,22,14,17,0,83,26,0,5,19,85,3,82,34,2,27,19,0,69,1,5,12,1,21,0,55,4,12,2,8,27,1,16,7,11,9,7,5,7,8,9,3,5,7,15,22,17,15,13,20,9,11,2,14,56,9,5,4,0,6,40,29,59,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,広島県,202,13.69 ,13.69 ,5,16,25,30,32,40,33,21,0,160,42,0,5,32,164,4,160,67,4,44,45,1,118,21,15,17,1,30,0,117,5,13,27,6,34,0,8,11,16,13,9,20,16,21,17,11,8,14,38,41,30,24,32,19,27,28,1,31,141,15,7,5,1,6,41,45,107,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,山口県,115,14.83 ,14.83 ,2,11,16,11,20,19,15,21,0,97,18,0,4,19,92,1,91,32,2,20,37,0,72,3,10,10,3,17,0,70,4,10,8,0,23,0,10,6,7,7,4,8,11,19,11,6,6,5,15,13,15,14,19,25,12,13,4,20,96,10,0,6,0,10,9,28,55,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,徳島県,55,13.15 ,13.15 ,2,4,7,5,4,15,10,8,0,41,14,0,1,7,47,2,45,14,0,18,13,0,31,4,2,8,1,9,0,28,5,3,7,2,10,0,1,2,8,4,1,3,5,3,7,2,3,5,11,8,8,4,9,11,7,7,1,7,37,2,1,5,0,2,15,17,25,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,香川県,67,12.72 ,12.72 ,2,4,15,7,13,8,14,4,0,54,12,1,5,12,50,1,49,14,2,14,19,0,36,2,5,10,1,13,0,36,2,4,5,4,16,0,6,4,5,7,3,6,5,6,3,10,4,5,3,10,15,8,13,9,2,10,0,12,46,4,7,6,0,3,10,18,37,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,愛媛県,110,14.26 ,14.26 ,1,10,12,19,22,25,11,10,0,85,24,1,3,22,85,1,84,32,0,17,35,0,62,3,10,9,3,23,0,57,4,11,16,2,20,0,10,9,9,7,9,8,11,11,10,7,5,7,7,12,22,18,13,20,12,10,3,19,62,10,0,2,1,3,40,38,56,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,高知県,80,19.42 ,19.42 ,0,7,11,9,13,16,11,13,0,65,15,0,4,8,68,1,67,21,1,22,23,0,40,6,7,6,4,17,0,38,7,7,14,2,12,0,2,6,6,6,1,9,7,8,12,6,6,5,6,11,12,14,15,5,15,7,1,19,60,8,1,5,0,3,10,21,50,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,福岡県,368,13.92 ,13.92 ,9,48,42,58,52,69,41,49,0,275,88,5,8,61,296,10,286,80,11,66,129,3,205,47,20,48,6,42,0,168,20,20,61,9,89,1,24,17,24,34,16,45,30,40,25,20,22,33,38,43,53,50,55,48,60,53,6,63,209,40,15,17,3,23,106,107,172,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,佐賀県,64,14.11 ,14.11 ,1,6,6,11,6,11,14,9,0,55,9,0,5,9,50,1,49,11,2,18,18,0,36,1,7,6,3,11,0,36,11,5,2,0,10,0,2,4,4,8,5,4,4,9,4,2,4,1,13,7,9,14,8,7,10,8,1,12,55,10,0,6,0,7,1,12,42,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,長崎県,96,12.40 ,12.40 ,2,6,12,14,17,19,16,10,0,79,17,0,8,10,78,2,76,25,2,23,26,0,49,5,4,20,2,16,0,50,6,5,7,2,25,1,6,8,4,11,2,12,6,18,6,4,4,6,9,15,27,14,11,8,7,13,1,14,51,10,1,2,0,13,32,35,44,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,熊本県,123,12.67 ,12.67 ,2,11,16,17,26,20,12,19,0,99,24,0,9,20,93,4,89,28,1,33,27,1,77,6,10,7,4,19,0,69,9,8,9,3,25,0,6,11,10,9,5,11,14,11,15,8,6,5,12,16,21,15,17,14,23,15,2,13,77,9,4,5,0,5,35,40,65,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,大分県,77,12.08 ,12.08 ,0,9,14,5,9,13,17,10,0,57,20,0,2,14,60,1,59,14,1,28,16,1,54,2,5,3,0,13,0,43,8,6,7,2,11,0,10,3,8,6,8,6,7,5,4,7,5,5,3,12,11,10,8,10,11,15,0,12,54,7,4,3,0,5,18,25,44,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,宮崎県,96,15.74 ,15.74 ,1,11,10,11,17,11,22,13,0,74,22,0,3,14,79,1,78,27,1,30,20,0,49,2,13,11,1,20,0,56,4,10,14,1,11,0,5,6,9,8,8,9,12,8,5,5,5,11,5,14,11,21,13,15,12,10,0,17,75,15,1,6,0,8,10,32,47,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,鹿児島県,114,12.43 ,12.43 ,1,8,18,9,13,21,29,15,0,85,29,0,7,16,90,4,86,29,4,27,26,1,70,2,6,12,2,22,0,64,6,10,15,0,19,0,18,3,5,7,11,8,8,19,11,3,5,6,10,14,18,19,15,14,15,18,1,20,73,10,2,1,2,4,33,33,62,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,沖縄県,102,14.37 ,14.37 ,1,15,12,23,23,9,15,4,0,81,21,0,4,15,83,1,82,13,1,22,46,0,58,13,6,8,3,14,0,54,6,2,20,1,19,0,4,6,6,6,8,10,11,12,8,5,6,6,14,13,21,13,20,12,10,12,1,11,81,8,4,5,1,3,8,34,54,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,不明,44,0.00 ,0.00 ,0,2,3,7,6,1,2,0,23,1,8,35,0,1,8,0,8,0,3,0,5,35,0,7,2,6,4,25,0,13,1,5,9,5,10,1,2,4,5,3,2,2,3,1,0,4,1,4,13,3,3,5,7,7,7,7,5,0,2,8,0,1,0,2,34,1,5,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
