A5表 都道府県別集計,,平成21年確定値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,平成21年確定値,,,,,,,,,,,,,,,,,,,,,,,,,,,,平成21年確定値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自殺日・住居地,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
男性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
都道府県コード,都道府県名,自殺者数,自殺死亡率,年換算した自殺死亡率,年齢 (10歳階級）別,,,,,,,,,同居人の有無,,,職業別,,,,,,,,,,場所別,,,,,,,手段別,,,,,,,自殺の時間帯別,,,,,,,,,,,,,自殺の曜日別,,,,,,,,原因・動機別,,,,,,,,自殺未遂歴の有無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,20歳未満,20-29,30-39,40-49,50-59,60-69,70-79,80歳以上,不詳,あり,なし,不詳,自営業・家族従業者,被雇用・勤め人,無職,,,,,,,不詳,自宅等,高層ビル,乗物,海（湖）・河川等,山,その他,不詳,首つり,服毒,練炭等,飛降り,飛込み,その他,不詳,0-2時,2-4時,4-6時,6-8時,8-10時,10-12時,12-14時,14-16時,16-18時,18-20時,20-22時,22-24時,不詳,日曜,月曜,火曜,水曜,木曜,金曜,土曜,不詳,家庭問題,健康問題,経済・生活問題,勤務問題,男女問題,学校問題,その他,不詳,あり,なし,不詳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,茨城県,550,36.93 ,36.93 ,8,66,93,98,120,88,45,32,0,400,144,6,65,187,289,13,276,0,70,67,139,9,318,5,71,29,26,101,0,346,25,78,19,7,75,0,64,25,57,39,18,43,39,35,29,22,22,28,129,81,90,82,57,66,79,72,23,63,217,163,44,20,5,21,171,66,285,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,栃木県,417,41.78 ,41.78 ,6,38,70,62,85,97,44,15,0,307,104,6,60,120,230,7,223,0,45,81,97,7,212,9,79,33,18,66,0,226,26,72,36,6,51,0,45,22,26,27,18,36,25,30,29,16,17,19,107,68,70,55,50,63,57,46,8,64,247,199,38,8,3,26,26,43,281,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,群馬県,408,41.11 ,41.11 ,5,41,53,68,84,84,44,29,0,289,112,7,57,126,221,9,212,0,41,46,125,4,215,4,47,22,20,100,0,230,13,65,17,8,73,2,26,11,29,27,15,25,14,21,21,11,10,13,185,43,73,57,64,53,55,40,23,65,226,161,36,18,4,41,28,70,301,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,埼玉県,1233,34.48 ,34.48 ,25,142,193,222,258,247,93,53,0,810,420,3,129,432,650,51,599,0,124,200,275,22,686,61,140,52,32,262,0,714,47,144,101,45,182,0,80,90,121,91,57,92,83,87,68,82,56,79,247,154,169,189,182,159,152,156,72,157,667,552,160,48,32,73,42,204,928,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,千葉県,1012,32.93 ,32.93 ,18,123,157,171,218,175,107,43,0,709,300,3,98,376,525,33,492,0,95,120,277,13,531,41,101,42,39,258,0,622,25,130,76,26,133,0,60,52,116,85,40,80,75,77,83,46,42,65,191,125,162,157,161,128,119,121,39,106,356,325,91,36,19,29,319,174,674,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,東京都,2064,33.13 ,33.13 ,32,276,362,374,363,386,193,78,0,1149,897,18,202,721,1090,85,1005,0,144,313,548,51,1109,242,110,99,47,457,0,1219,27,181,283,77,274,3,195,121,167,154,115,130,123,126,121,137,100,123,452,268,327,337,269,274,289,246,54,171,797,471,181,53,30,60,729,250,1325,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,神奈川県,1356,30.38 ,30.38 ,16,164,201,267,266,275,124,43,0,829,505,22,159,471,681,44,637,0,115,138,384,45,704,46,133,38,34,401,0,847,10,173,109,45,172,0,61,76,68,76,57,74,66,55,67,61,48,44,603,155,195,168,192,171,190,137,148,134,396,359,134,41,15,44,578,164,834,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,新潟県,523,44.89 ,44.89 ,8,38,66,90,123,88,62,48,0,417,105,1,77,165,277,7,270,0,42,113,115,4,290,5,58,32,15,123,0,330,8,70,19,4,91,1,36,29,40,42,34,47,53,41,56,30,19,29,67,70,93,71,73,76,80,54,6,44,153,122,37,18,2,22,228,61,346,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,富山県,219,41.17 ,41.17 ,6,26,39,36,33,37,25,17,0,161,57,1,35,76,105,7,98,0,23,33,42,3,133,1,22,18,5,40,0,141,4,29,9,3,33,0,14,8,29,19,11,18,22,21,14,13,11,6,33,30,40,31,32,29,26,30,1,22,107,87,30,6,3,13,27,25,167,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,石川県,177,31.52 ,31.52 ,0,23,20,27,48,32,16,11,0,132,44,1,25,68,81,5,76,0,23,28,25,3,88,3,29,6,10,41,0,107,2,25,7,2,34,0,10,12,12,9,5,18,19,12,14,8,7,10,41,13,34,24,34,34,22,13,3,10,55,79,24,3,4,7,60,24,101,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,福井県,143,36.27 ,36.27 ,1,22,21,31,26,19,13,10,0,114,29,0,19,57,67,6,61,0,20,21,20,0,79,3,19,7,5,30,0,102,2,12,6,3,18,0,23,13,19,14,5,11,12,12,13,6,5,1,9,16,25,23,20,20,18,19,2,28,54,44,16,2,4,5,42,20,92,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,山梨県,179,42.04 ,42.04 ,4,20,23,33,38,32,14,15,0,126,53,0,23,59,96,4,92,0,17,18,57,1,93,0,26,8,11,41,0,95,9,28,10,3,34,0,13,15,18,11,8,14,15,11,18,8,12,5,31,21,34,26,24,29,23,18,4,34,85,79,19,5,0,18,14,17,104,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,長野県,386,36.44 ,36.44 ,8,39,50,75,67,78,46,23,0,299,86,1,37,141,205,13,192,0,47,76,69,3,199,1,75,24,25,62,0,236,18,61,20,3,48,0,23,18,34,27,17,19,32,45,20,18,13,13,107,48,66,54,41,60,58,44,15,69,214,156,43,11,7,35,73,54,262,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,岐阜県,358,35.16 ,35.16 ,5,29,51,59,80,67,33,34,0,281,74,3,48,118,184,4,180,0,31,70,79,8,204,5,47,10,26,66,0,247,8,43,12,6,42,0,39,19,42,36,18,35,32,21,20,15,15,18,48,46,56,53,56,55,45,41,6,39,118,90,22,13,1,10,134,51,170,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,静岡県,631,33.85 ,33.85 ,7,44,107,108,137,128,61,39,0,450,173,8,64,209,348,11,337,0,93,137,107,10,327,14,95,35,34,126,0,411,15,87,39,8,69,2,79,30,69,41,37,46,49,41,43,43,34,32,87,78,98,100,90,98,91,66,10,67,233,211,50,21,6,23,210,70,379,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,愛知県,1178,32.51 ,32.51 ,28,126,174,241,236,211,101,61,0,767,384,27,135,432,579,40,539,0,130,229,180,32,620,39,130,47,32,310,0,744,20,162,86,22,144,0,138,90,106,89,76,82,85,63,78,57,50,52,212,154,196,186,158,147,183,121,33,138,442,343,117,48,12,61,306,114,704,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,三重県,339,37.46 ,37.46 ,6,28,51,55,74,57,42,26,0,269,69,1,23,134,180,6,174,0,7,83,84,2,205,5,43,11,19,56,0,228,3,32,14,8,54,0,19,14,29,28,25,24,41,24,23,20,8,16,68,48,51,58,46,32,46,48,10,41,167,67,13,6,2,35,24,40,154,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,滋賀県,205,30.08 ,30.08 ,3,25,33,34,39,36,23,12,0,146,57,2,17,72,116,5,111,0,25,46,40,0,112,5,24,9,7,48,0,137,2,24,14,4,24,0,17,13,26,20,15,18,21,16,11,13,5,8,22,21,36,29,31,27,31,28,2,49,110,98,33,8,4,32,17,33,153,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,京都府,418,33.99 ,33.99 ,9,45,69,61,81,85,46,22,0,281,133,4,44,135,229,20,209,0,49,81,79,10,213,21,32,24,22,106,0,270,15,39,35,14,45,0,32,14,30,30,18,27,29,22,21,23,14,16,142,52,60,65,59,62,53,59,8,35,178,132,42,10,5,10,130,62,213,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,大阪府,1462,34.64 ,34.64 ,12,151,225,270,275,302,168,59,0,904,540,18,190,478,759,36,723,0,102,340,281,35,705,158,128,66,51,354,0,922,34,150,186,36,132,2,134,108,122,107,91,105,108,105,101,75,56,89,261,200,248,207,211,194,183,167,52,181,839,654,162,59,14,84,113,209,916,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,兵庫県,907,33.72 ,33.72 ,20,101,113,163,188,185,87,50,0,591,294,22,122,269,503,41,462,0,63,142,257,13,471,6,84,57,44,245,0,572,7,86,78,25,139,0,137,63,75,97,66,62,97,52,78,55,67,42,16,125,142,131,122,138,123,122,4,103,378,260,125,24,17,53,139,146,611,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,奈良県,195,28.83 ,28.83 ,4,22,28,33,34,40,22,12,0,158,35,2,33,54,108,10,98,0,14,11,73,0,92,10,20,8,15,50,0,115,2,19,20,8,30,1,22,14,17,14,16,14,16,15,18,11,10,5,23,19,33,33,23,29,30,26,2,16,98,60,22,9,5,7,44,24,99,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,和歌山県,200,40.59 ,40.59 ,4,16,29,23,43,48,25,12,0,147,53,0,32,64,103,6,97,0,12,37,48,1,115,5,12,9,10,49,0,145,5,17,12,2,19,0,13,14,12,14,18,18,15,11,16,14,8,12,35,29,26,24,26,30,32,31,2,15,79,51,25,5,1,9,58,27,122,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,鳥取県,113,39.48 ,39.48 ,5,15,12,10,28,22,14,7,0,86,27,0,13,38,61,5,56,0,10,11,35,1,64,1,12,6,7,23,0,80,1,16,3,1,12,0,6,6,11,12,8,6,10,10,4,8,3,4,25,18,19,12,12,18,18,11,5,6,28,25,5,2,1,3,59,9,68,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,島根県,165,47.52 ,47.52 ,2,13,21,31,39,18,22,19,0,128,35,2,22,57,84,3,81,0,8,22,51,2,102,0,21,5,10,27,0,123,5,22,3,0,12,0,11,12,11,18,8,16,12,13,20,9,4,4,27,29,22,24,24,22,18,23,3,25,65,25,24,3,1,2,50,19,104,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,岡山県,328,34.98 ,34.98 ,4,41,61,51,64,53,27,27,0,228,97,3,37,115,171,11,160,0,33,37,90,5,150,3,44,18,32,81,0,207,2,48,17,7,47,0,38,29,31,21,22,16,18,20,32,11,16,22,52,42,51,47,38,55,51,34,10,42,103,91,35,6,2,9,127,36,197,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,広島県,512,37.00 ,37.00 ,6,69,69,86,113,84,49,36,0,350,154,8,63,185,256,15,241,0,52,88,101,8,272,18,63,22,31,106,0,322,14,69,29,6,71,1,29,28,42,34,22,32,44,35,43,27,19,26,131,64,85,72,67,76,68,71,9,46,238,143,50,17,7,17,143,54,320,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,山口県,286,41.07 ,41.07 ,9,25,39,39,72,48,30,24,0,215,71,0,37,91,156,8,148,0,25,53,70,2,156,6,39,6,32,47,0,201,5,36,14,1,29,0,23,9,30,20,15,21,27,23,16,17,11,11,63,39,41,42,53,34,35,34,8,41,164,127,26,9,1,15,32,36,164,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,徳島県,119,31.11 ,31.11 ,3,12,15,20,29,18,6,16,0,76,42,1,17,37,65,4,61,0,10,17,34,0,58,3,18,8,7,25,0,76,2,17,9,2,13,0,8,8,13,13,4,7,8,10,6,8,2,4,28,21,18,14,16,16,17,15,2,17,38,22,9,6,2,5,47,18,82,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,香川県,148,30.23 ,30.23 ,3,11,22,17,31,35,20,9,0,107,41,0,25,50,72,4,68,0,10,27,31,1,84,1,20,5,6,32,0,94,6,24,5,2,17,0,9,10,14,15,4,9,16,11,12,16,4,12,16,18,22,17,26,22,26,14,3,16,79,51,15,3,3,7,25,20,108,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,愛媛県,255,36.79 ,36.79 ,5,21,40,45,54,44,28,18,0,179,71,5,39,74,142,7,135,0,23,43,69,0,136,3,24,13,15,64,0,169,7,29,17,2,30,1,24,24,25,19,12,17,22,20,16,17,14,10,35,27,43,44,39,34,39,23,6,28,76,78,13,9,1,12,92,33,166,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,高知県,169,46.28 ,46.28 ,3,8,27,20,36,37,22,16,0,114,55,0,30,47,92,3,89,0,8,39,42,0,83,4,9,10,16,47,0,122,3,13,12,1,18,0,11,9,10,17,12,12,15,13,17,9,11,11,22,24,19,26,33,27,16,22,2,38,81,68,14,6,0,14,31,18,117,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,福岡県,928,38.87 ,38.87 ,14,87,129,147,221,179,102,49,0,624,286,18,109,288,521,32,489,0,89,142,258,10,475,41,117,32,57,206,0,584,18,127,65,17,116,1,94,62,59,78,55,71,68,66,61,52,36,72,154,114,145,141,129,122,136,113,28,85,318,281,81,22,13,38,344,125,523,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,佐賀県,178,43.58 ,43.58 ,2,15,31,22,48,32,17,11,0,140,37,1,20,70,87,3,84,0,14,32,38,1,103,1,36,8,9,21,0,110,8,29,5,6,20,0,11,6,14,17,4,14,21,9,15,9,8,8,42,27,17,28,32,27,27,17,3,39,93,85,24,7,0,28,10,30,111,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,長崎県,287,41.95 ,41.95 ,5,17,40,55,78,48,30,14,0,215,72,0,48,91,147,9,138,0,20,46,72,1,157,5,18,13,34,60,0,216,3,19,18,1,30,0,21,15,20,35,14,35,20,23,21,17,14,13,39,42,49,37,38,38,44,32,7,37,81,79,21,7,3,27,108,45,188,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,熊本県,343,39.48 ,39.48 ,5,35,34,51,92,56,39,31,0,274,67,2,48,109,183,8,175,0,30,79,66,3,187,6,42,15,30,63,0,245,13,34,20,3,28,0,26,24,32,45,15,28,32,31,26,14,13,16,41,50,58,56,45,54,37,39,4,29,135,77,36,8,4,18,122,61,226,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,大分県,232,40.43 ,40.43 ,3,21,29,29,57,45,29,19,0,157,74,1,38,69,124,3,121,0,20,48,53,1,105,2,39,16,16,54,0,151,9,29,5,6,32,0,20,14,17,22,8,15,21,20,12,14,15,8,46,26,43,25,39,34,30,26,9,45,93,93,23,7,4,15,48,34,159,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,宮崎県,241,44.15 ,44.15 ,2,16,29,30,68,45,31,20,0,172,69,0,44,66,131,1,130,0,39,58,33,0,129,1,32,11,21,47,0,177,14,21,6,0,23,0,11,16,17,27,12,21,23,14,16,12,9,20,43,31,39,35,36,34,36,25,5,26,109,94,21,4,0,16,57,37,156,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,鹿児島県,346,42.66 ,42.66 ,0,31,33,50,92,68,47,25,0,250,96,0,45,99,197,1,196,0,24,55,117,5,180,4,32,14,38,78,0,243,10,31,17,2,43,0,26,12,21,41,21,27,35,28,35,24,18,15,43,38,57,60,50,50,40,44,7,50,147,85,35,7,0,16,116,48,233,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,沖縄県,291,42.30 ,42.30 ,1,26,45,64,83,39,20,13,0,224,66,1,41,82,164,4,160,0,11,19,130,4,142,15,23,13,9,89,0,196,4,17,29,2,43,0,24,20,26,17,11,18,20,22,18,14,9,11,81,32,45,39,42,42,51,36,4,23,173,76,15,7,0,9,39,63,175,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,不明,430,0.00 ,0.00 ,0,19,38,56,81,71,8,2,155,2,133,295,0,4,127,1,126,0,36,2,88,299,0,24,33,33,83,257,0,267,1,31,35,53,42,1,40,27,39,29,9,11,10,17,19,16,21,28,164,51,52,54,56,50,51,56,60,8,22,106,5,0,0,19,319,8,65,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
