A5表 都道府県別集計,,平成25年確定値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,平成25年確定値,,,,,,,,,,,,,,,,,,,,,,,,,,,,平成25年確定値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自殺日・住居地,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
男性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
都道府県コード,都道府県名,自殺者数,自殺死亡率,年換算した自殺死亡率,年齢 (10歳階級）別,,,,,,,,,同居人の有無,,,職業別,,,,,,,,,,場所別,,,,,,,手段別,,,,,,,自殺の時間帯別,,,,,,,,,,,,,自殺の曜日別,,,,,,,,原因・動機別,,,,,,,,自殺未遂歴の有無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,20歳未満,20-29,30-39,40-49,50-59,60-69,70-79,80歳以上,不詳,あり,なし,不詳,自営業・家族従業者,被雇用・勤め人,無職,,,,,,,不詳,自宅等,高層ビル,乗物,海（湖）・河川等,山,その他,不詳,首つり,服毒,練炭等,飛降り,飛込み,その他,不詳,0-2時,2-4時,4-6時,6-8時,8-10時,10-12時,12-14時,14-16時,16-18時,18-20時,20-22時,22-24時,不詳,日曜,月曜,火曜,水曜,木曜,金曜,土曜,不詳,家庭問題,健康問題,経済・生活問題,勤務問題,男女問題,学校問題,その他,不詳,あり,なし,不詳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,茨城県,432,28.83 ,28.83 ,10,51,76,78,92,65,40,20,0,311,120,1,42,166,217,15,202,0,21,43,138,7,265,7,39,19,16,86,0,334,13,36,14,6,29,0,57,22,37,24,28,31,42,30,35,17,17,19,73,50,80,55,71,53,71,50,2,47,188,98,67,11,9,21,110,53,226,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,栃木県,318,31.80 ,31.80 ,6,34,50,61,51,55,32,29,0,227,90,1,28,96,187,10,177,0,21,89,67,7,199,5,33,15,10,56,0,211,16,38,22,3,28,0,22,20,26,18,12,30,30,23,22,16,10,8,81,47,46,47,40,48,44,34,12,40,204,89,33,12,10,21,40,40,224,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,群馬県,353,35.33 ,35.33 ,5,31,45,57,69,65,50,31,0,240,112,1,39,107,205,13,192,0,17,55,120,2,185,3,34,29,26,76,0,225,13,39,24,3,48,1,14,7,13,14,6,19,22,14,13,17,4,6,204,49,46,49,53,48,49,38,21,53,186,86,39,9,7,18,13,77,249,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,埼玉県,1022,28.01 ,28.01 ,30,110,165,211,156,173,128,49,0,688,332,2,80,329,603,50,553,0,62,226,265,10,578,47,67,84,33,213,0,671,17,81,90,32,131,0,64,59,101,100,61,81,65,75,64,64,55,53,180,124,156,157,148,143,117,122,55,87,548,253,87,18,27,59,40,174,713,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,千葉県,863,27.68 ,27.68 ,27,95,126,154,146,158,106,51,0,581,280,2,67,301,491,39,452,0,63,136,253,4,546,35,54,35,23,170,0,613,20,63,62,23,82,0,52,54,93,79,55,56,65,55,72,43,37,47,155,103,152,131,125,121,109,93,29,121,326,181,86,24,12,40,290,145,590,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,東京都,1804,27.79 ,27.79 ,33,257,249,344,316,282,225,93,5,1003,754,47,153,571,1001,87,914,0,116,207,591,79,1004,168,51,97,44,434,6,1133,23,87,281,73,198,9,167,98,134,134,79,104,99,116,102,90,66,97,518,223,298,258,263,220,250,208,84,187,662,391,193,41,26,78,641,246,882,676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,神奈川県,1121,24.63 ,24.63 ,23,145,198,237,184,163,116,55,0,720,394,7,101,413,578,54,524,0,81,165,278,29,637,46,68,32,32,306,0,779,15,79,88,40,120,0,128,65,60,67,46,65,87,66,73,57,43,44,320,131,184,157,164,157,159,138,31,140,342,207,135,39,17,66,455,168,742,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,新潟県,423,36.99 ,36.99 ,8,36,52,78,72,66,49,62,0,340,80,3,51,139,229,11,218,0,25,104,89,4,268,3,39,23,9,81,0,315,4,37,13,6,48,0,36,21,45,34,24,36,27,39,35,27,10,11,78,48,60,83,62,65,47,52,6,48,103,51,25,9,3,14,248,50,279,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,富山県,175,33.11 ,33.11 ,3,17,18,24,31,38,26,18,0,134,40,1,15,66,92,5,87,0,9,59,19,2,109,0,16,15,4,31,0,122,3,19,11,0,20,0,8,10,29,14,4,9,11,19,22,4,9,9,27,21,25,33,19,32,25,18,2,27,79,47,19,4,1,11,47,21,129,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,石川県,155,27.64 ,27.64 ,5,19,17,22,30,35,13,14,0,110,43,2,19,53,83,9,74,0,11,29,34,0,81,2,18,10,8,36,0,106,0,18,11,0,20,0,7,7,12,18,5,12,14,14,9,9,7,8,33,17,26,24,28,23,22,14,1,16,50,26,20,5,2,16,58,20,83,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,福井県,107,27.26 ,27.26 ,1,15,10,15,30,14,16,6,0,78,29,0,14,44,48,2,46,0,11,18,17,1,60,3,10,5,8,21,0,81,0,8,6,0,12,0,3,8,13,10,6,8,10,13,4,8,6,3,15,17,22,11,11,20,14,11,1,13,38,28,21,5,0,7,33,18,69,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,山梨県,138,32.64 ,32.64 ,5,12,20,23,31,24,8,15,0,96,39,3,17,55,64,5,59,0,7,19,33,2,73,2,20,5,5,33,0,86,6,21,10,0,15,0,12,13,12,16,13,7,9,9,6,9,5,8,19,17,19,28,12,22,24,13,3,29,38,31,15,6,4,13,41,15,77,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,長野県,290,27.49 ,27.49 ,12,23,36,58,42,50,36,33,0,215,72,3,37,87,165,11,154,0,15,69,70,1,185,3,37,8,15,42,0,199,9,34,14,4,30,0,14,8,23,13,13,15,21,12,25,9,6,8,123,41,45,47,42,34,35,36,10,54,161,78,37,13,5,22,35,45,203,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,岐阜県,280,27.41 ,27.41 ,7,26,39,48,53,46,42,19,0,217,63,0,19,108,150,11,139,0,13,71,55,3,163,5,22,15,23,52,0,201,1,31,11,3,33,0,19,14,27,26,13,22,22,27,26,7,6,14,57,50,56,43,43,28,29,23,8,35,109,46,42,13,5,9,90,34,161,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,静岡県,553,29.42 ,29.42 ,4,53,74,103,110,88,74,47,0,405,144,4,61,204,284,7,277,0,33,94,150,4,331,4,52,19,27,120,0,384,9,64,32,11,53,0,60,28,37,47,33,46,56,41,42,22,24,17,100,74,83,100,55,75,76,71,19,72,197,126,56,16,3,18,215,78,371,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,愛知県,1024,27.41 ,27.41 ,17,129,152,204,163,154,132,71,2,677,330,17,76,338,585,38,547,0,48,294,205,25,580,78,74,46,24,222,0,701,8,103,93,10,108,1,110,67,108,81,58,64,83,85,77,38,46,49,158,121,160,141,158,136,144,122,42,174,484,233,133,26,19,57,195,152,612,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,三重県,269,29.47 ,29.47 ,9,25,39,53,42,53,25,23,0,176,93,0,18,95,152,6,146,0,27,47,72,4,167,4,29,12,11,46,0,193,6,35,8,1,26,0,54,14,26,21,14,15,26,28,20,20,16,8,7,43,34,57,34,38,32,29,2,39,135,41,21,8,2,23,33,46,86,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,滋賀県,212,30.31 ,30.31 ,4,25,18,47,41,41,19,17,0,161,51,0,21,71,119,9,110,0,9,41,60,1,118,3,19,14,15,43,0,157,3,14,7,7,23,1,16,7,24,17,12,9,20,28,12,15,8,15,29,25,32,34,28,30,34,25,4,51,116,75,40,14,5,32,13,38,150,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,京都府,339,27.30 ,27.30 ,10,50,49,55,39,69,45,22,0,215,120,4,36,104,194,24,170,0,21,62,87,5,208,19,18,9,13,72,0,244,1,24,28,10,32,0,14,5,16,15,6,16,14,16,19,14,12,9,183,49,46,49,43,49,49,45,9,37,124,64,31,11,11,21,120,40,206,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,大阪府,1074,24.98 ,24.98 ,7,111,140,197,175,204,177,63,0,643,427,4,110,317,643,28,615,0,23,473,119,4,565,136,56,48,28,241,0,707,18,62,163,27,97,0,93,66,95,95,69,81,75,92,77,68,43,49,171,127,201,160,144,151,153,116,22,170,642,295,126,20,18,34,62,168,693,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,兵庫県,773,28.43 ,28.43 ,16,78,99,131,136,140,118,55,0,484,280,9,86,211,467,32,435,0,54,186,195,9,440,59,56,39,43,136,0,517,15,55,78,16,91,1,121,41,51,84,40,50,102,69,63,55,56,32,9,106,120,116,127,111,108,85,0,103,332,157,93,15,10,83,135,130,557,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,奈良県,161,24.04 ,24.04 ,3,20,29,27,17,28,24,13,0,120,40,1,13,52,94,5,89,0,15,19,55,2,91,5,19,5,11,30,0,118,4,9,6,8,16,0,23,9,9,11,11,18,9,15,9,6,13,5,23,20,25,29,22,23,15,18,9,21,55,43,16,6,4,3,55,11,118,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,和歌山県,141,29.30 ,29.30 ,3,12,11,27,21,25,24,18,0,103,37,1,23,37,78,5,73,0,4,31,38,3,76,4,6,4,11,40,0,110,3,9,7,3,9,0,11,7,3,11,7,11,11,11,8,10,7,7,37,17,24,20,26,26,12,12,4,18,55,29,12,4,4,4,38,18,93,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,鳥取県,95,33.83 ,33.83 ,2,6,20,20,15,19,6,7,0,75,20,0,13,31,51,2,49,0,7,9,33,0,52,1,7,2,5,28,0,70,0,8,8,1,7,1,2,5,12,11,2,5,9,8,7,5,8,6,15,9,19,14,11,16,12,10,4,10,34,21,8,1,1,7,42,14,47,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,島根県,130,38.23 ,38.23 ,0,10,16,16,28,24,18,18,0,97,33,0,18,40,71,2,69,0,12,27,30,1,78,0,6,3,7,36,0,105,3,4,4,2,12,0,6,3,10,9,10,13,11,9,18,8,4,3,26,22,24,14,18,18,17,13,4,12,48,21,6,3,3,11,49,18,69,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,岡山県,232,24.75 ,24.75 ,7,32,29,36,38,40,29,21,0,165,63,4,32,72,123,10,113,0,13,45,55,5,132,5,26,10,13,46,0,145,7,27,13,1,39,0,18,17,17,15,10,29,15,20,21,11,16,11,32,29,51,26,32,37,29,22,6,30,87,50,23,9,4,8,85,41,144,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,広島県,429,30.89 ,30.89 ,9,48,67,78,68,90,41,28,0,281,146,2,30,144,254,14,240,0,31,125,84,1,242,15,39,18,30,85,0,300,7,43,37,2,40,0,17,20,33,28,17,23,29,30,32,26,13,13,148,61,64,75,58,49,59,48,15,50,202,82,39,9,1,23,142,51,268,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,山口県,219,31.99 ,31.99 ,5,17,35,34,36,41,33,18,0,153,66,0,27,66,126,10,116,0,16,61,39,0,124,8,19,7,17,44,0,174,1,15,14,2,13,0,8,13,20,17,10,15,20,11,15,14,4,4,68,24,33,26,41,37,27,23,8,37,148,57,25,5,3,25,23,42,116,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,徳島県,128,34.22 ,34.22 ,3,10,14,15,26,24,23,13,0,80,48,0,16,31,80,3,77,0,4,37,36,1,75,3,9,11,10,20,0,91,5,9,9,0,14,0,11,3,5,8,4,8,17,6,8,5,2,6,45,17,16,24,16,11,22,18,4,8,41,24,8,6,0,5,61,21,73,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,香川県,140,28.77 ,28.77 ,7,11,28,24,22,24,17,7,0,100,39,1,14,50,72,9,63,0,8,27,28,4,87,1,11,9,6,26,0,99,2,11,9,2,14,3,11,6,14,11,7,14,18,4,16,4,7,7,21,17,22,29,15,17,14,25,1,24,54,27,18,6,5,6,49,26,84,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,愛媛県,231,33.91 ,33.91 ,9,16,32,30,51,37,31,25,0,160,70,1,31,69,130,12,118,0,7,60,51,1,137,1,16,15,17,45,0,174,3,17,12,0,25,0,40,17,20,16,22,22,24,15,18,8,9,12,8,26,41,36,33,27,38,29,1,21,75,53,19,6,1,10,98,31,161,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,高知県,124,34.89 ,34.89 ,0,13,20,13,17,24,15,22,0,84,39,1,16,28,79,3,76,0,5,45,26,1,69,1,5,6,14,29,0,87,3,11,6,0,17,0,19,6,11,11,10,14,9,7,10,6,4,4,13,15,23,10,26,23,15,12,0,16,67,26,11,2,0,11,24,17,88,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,福岡県,781,32.24 ,32.24 ,9,78,121,137,144,131,105,56,0,503,271,7,97,230,443,24,419,0,40,136,243,11,426,49,66,20,50,170,0,529,15,76,80,8,73,0,58,58,68,77,37,44,62,51,57,42,28,43,156,105,137,128,114,91,91,77,38,117,315,200,86,34,6,43,198,113,461,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,佐賀県,128,31.70 ,31.70 ,2,16,18,18,24,23,14,13,0,105,23,0,20,46,62,4,58,0,7,25,26,0,78,0,9,7,11,23,0,91,6,7,6,1,17,0,22,5,3,12,5,11,16,12,11,6,4,7,14,18,21,18,20,22,16,10,3,15,48,33,21,7,3,16,33,23,78,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,長崎県,225,33.62 ,33.62 ,3,22,12,37,47,56,26,22,0,169,56,0,30,69,125,4,121,0,14,52,55,1,124,2,9,6,25,59,0,177,3,14,14,2,14,1,8,7,16,27,22,24,17,17,15,21,10,8,33,30,20,35,42,34,33,24,7,17,75,48,33,6,1,27,92,44,154,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,熊本県,251,29.13 ,29.13 ,3,18,27,43,47,50,36,27,0,183,68,0,29,60,160,3,157,0,14,89,54,2,159,2,33,6,9,42,0,187,11,26,8,2,17,0,15,12,19,18,13,18,21,25,23,21,12,18,36,33,37,41,33,36,31,37,3,35,145,44,10,9,1,14,64,51,166,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,大分県,193,33.97 ,33.97 ,3,18,23,29,44,31,25,20,0,147,46,0,30,56,104,4,100,0,10,36,54,3,100,5,14,12,24,38,0,132,3,18,17,0,23,0,17,10,14,19,11,8,21,12,11,15,5,11,39,17,58,22,39,17,19,17,4,33,69,39,21,7,1,11,70,29,119,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,宮崎県,184,34.15 ,34.15 ,3,13,26,37,32,36,24,13,0,129,55,0,26,60,95,3,92,0,8,47,37,3,108,0,25,3,9,39,0,138,4,19,3,0,20,0,15,9,10,15,12,13,14,17,18,11,12,12,26,29,29,26,17,24,38,18,3,28,94,42,14,7,2,9,33,22,126,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,鹿児島県,289,36.18 ,36.18 ,4,25,33,36,79,44,47,21,0,202,87,0,34,97,156,7,149,0,16,61,72,2,154,6,32,13,15,69,0,211,8,31,10,3,26,0,14,10,31,32,16,19,22,24,18,9,9,7,78,44,44,41,39,35,40,36,10,37,138,48,30,9,1,6,101,52,172,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,沖縄県,206,29.10 ,29.10 ,2,16,29,46,57,32,15,9,0,145,61,0,21,66,118,4,114,0,10,26,78,1,133,10,3,6,6,48,0,175,2,10,13,0,6,0,15,14,6,12,10,16,10,8,14,5,6,6,84,25,27,31,37,27,22,25,12,29,95,54,19,10,0,7,49,53,119,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,不明,205,0.00 ,0.00 ,0,8,26,24,21,27,13,1,85,3,65,137,0,6,53,0,53,0,3,3,47,146,0,9,12,29,32,123,0,131,1,10,21,17,24,1,22,16,22,12,4,3,8,4,9,9,8,11,77,28,23,32,24,25,21,19,33,5,17,26,6,3,0,8,154,6,35,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
