A5表 都道府県別集計,,平成24年確定値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,平成24年確定値,,,,,,,,,,,,,,,,,,,,,,,,,,,,平成24年確定値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自殺日・住居地,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
都道府県コード,都道府県名,自殺者数,自殺死亡率,年換算した自殺死亡率,年齢 (10歳階級）別,,,,,,,,,同居人の有無,,,職業別,,,,,,,,,,場所別,,,,,,,手段別,,,,,,,自殺の時間帯別,,,,,,,,,,,,,自殺の曜日別,,,,,,,,原因・動機別,,,,,,,,自殺未遂歴の有無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,20歳未満,20-29,30-39,40-49,50-59,60-69,70-79,80歳以上,不詳,あり,なし,不詳,自営業・家族従業者,被雇用・勤め人,無職,,,,,,,不詳,自宅等,高層ビル,乗物,海（湖）・河川等,山,その他,不詳,首つり,服毒,練炭等,飛降り,飛込み,その他,不詳,0-2時,2-4時,4-6時,6-8時,8-10時,10-12時,12-14時,14-16時,16-18時,18-20時,20-22時,22-24時,不詳,日曜,月曜,火曜,水曜,木曜,金曜,土曜,不詳,家庭問題,健康問題,経済・生活問題,勤務問題,男女問題,学校問題,その他,不詳,あり,なし,不詳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,茨城県,179,12.10 ,12.06 ,2,11,22,25,24,36,31,28,0,160,19,0,3,22,154,4,150,62,4,37,47,0,131,3,9,7,6,23,0,127,7,14,4,5,22,0,14,8,10,15,9,18,22,13,13,9,8,7,33,25,19,28,29,26,25,26,1,42,137,16,5,8,0,5,21,45,86,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,栃木県,143,14.33 ,14.29 ,3,13,16,16,19,23,31,22,0,115,28,0,2,20,120,1,119,30,4,57,28,1,107,6,5,9,3,13,0,86,13,11,8,4,21,0,6,8,4,9,7,14,11,13,16,8,5,4,38,12,32,13,16,20,21,25,4,23,124,10,9,9,1,15,15,37,84,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,群馬県,144,14.30 ,14.26 ,0,9,14,16,15,26,36,28,0,106,37,1,7,15,121,1,120,32,3,27,58,1,103,5,6,9,0,21,0,85,13,9,10,4,22,1,8,2,5,10,4,9,11,11,5,3,2,6,68,20,17,22,21,18,21,21,4,17,122,4,1,8,0,13,2,52,89,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,埼玉県,514,14.46 ,14.42 ,9,60,70,72,75,90,86,52,0,397,116,1,9,69,430,13,417,106,2,204,105,6,351,46,14,26,6,71,0,286,40,19,66,19,84,0,45,26,42,39,38,49,52,56,48,30,22,24,43,75,77,73,60,88,72,60,9,45,436,16,6,15,3,18,19,200,277,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,千葉県,396,12.91 ,12.87 ,9,32,52,63,50,91,65,34,0,322,71,3,8,50,336,5,331,149,13,56,113,2,280,18,13,25,1,59,0,230,25,18,45,17,61,0,24,17,34,38,22,44,41,36,45,22,17,8,48,54,59,45,61,64,52,54,7,68,251,23,10,13,4,20,109,138,201,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,東京都,924,14.41 ,14.37 ,33,130,154,158,130,137,109,73,0,645,272,7,27,157,726,48,678,222,12,108,336,14,576,140,10,37,2,159,0,519,25,28,181,51,119,1,75,35,55,75,67,65,65,61,64,59,51,52,200,126,126,138,121,149,119,129,16,127,526,54,35,59,9,22,331,271,389,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,神奈川県,482,10.86 ,10.84 ,10,58,56,87,75,83,64,49,0,358,124,0,8,70,401,20,381,159,15,59,148,3,354,15,14,18,3,78,0,306,11,22,60,18,65,0,39,31,32,30,31,42,40,29,31,33,19,26,99,63,73,70,64,79,62,63,8,66,235,32,14,28,4,24,192,160,264,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,新潟県,237,19.46 ,19.41 ,4,17,16,16,35,44,55,50,0,207,30,0,14,32,191,4,187,50,1,81,55,0,173,2,8,33,2,19,0,154,6,10,9,3,54,1,14,11,24,29,13,25,16,23,27,12,8,8,27,33,40,31,35,33,35,29,1,28,107,11,9,4,3,8,110,50,139,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,富山県,81,14.41 ,14.37 ,1,7,9,6,7,18,17,16,0,68,13,0,3,13,65,0,65,17,0,31,17,0,46,1,3,16,1,14,0,46,6,3,3,2,20,1,6,3,11,6,6,11,4,12,7,2,4,2,7,7,17,8,9,9,19,11,1,13,71,4,0,0,0,6,11,20,52,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,石川県,87,14.53 ,14.49 ,0,3,11,8,16,21,17,11,0,61,26,0,2,8,76,2,74,21,1,14,38,1,63,2,3,7,1,11,0,58,1,4,5,1,18,0,4,3,11,0,5,10,5,7,11,3,4,3,21,19,13,6,12,8,16,9,4,12,53,0,4,2,0,7,27,15,49,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,福井県,48,11.62 ,11.59 ,1,2,11,1,4,12,11,6,0,36,12,0,2,10,36,2,34,7,0,19,8,0,35,1,4,3,1,4,0,36,2,3,1,0,6,0,2,5,6,3,3,8,2,3,4,5,1,3,3,7,5,4,9,8,3,11,1,11,28,1,3,1,3,2,16,15,28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,山梨県,56,12.85 ,12.81 ,3,5,4,9,8,3,17,7,0,45,10,1,3,6,47,3,44,12,0,8,24,0,36,1,3,6,0,10,0,27,4,5,9,1,10,0,2,3,5,3,3,6,4,5,2,3,6,4,10,8,10,5,10,7,6,6,4,10,40,7,1,2,3,11,2,14,33,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,長野県,146,13.30 ,13.26 ,9,11,14,13,26,23,23,27,0,126,19,1,3,27,116,9,107,27,3,50,27,0,101,3,10,17,2,13,0,91,3,10,12,7,23,0,12,7,5,13,8,13,13,10,14,13,7,4,27,23,18,25,18,17,23,17,5,38,124,15,8,3,4,4,8,38,90,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,岐阜県,150,14.14 ,14.10 ,3,10,10,17,27,31,27,25,0,131,19,0,5,25,119,5,114,38,3,54,19,1,113,3,6,9,3,16,0,96,7,10,9,4,24,0,17,3,10,16,9,16,12,12,14,8,4,12,17,18,22,23,24,19,19,25,0,19,85,6,3,4,5,7,49,40,77,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,静岡県,246,12.96 ,12.92 ,6,18,31,25,27,59,44,36,0,194,48,4,9,38,198,4,194,64,7,54,69,1,171,4,10,27,3,31,0,153,6,14,24,0,49,0,22,7,19,13,17,22,30,17,25,11,17,11,35,35,37,26,39,37,38,31,3,53,136,19,7,12,2,13,77,68,129,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,愛知県,465,12.84 ,12.81 ,18,41,66,65,66,69,83,57,0,358,103,4,12,75,376,18,358,106,5,161,86,2,321,43,9,31,3,58,0,293,13,16,66,8,67,2,41,20,36,36,41,45,36,39,42,22,23,14,70,62,76,71,63,62,65,58,8,106,364,33,17,18,4,15,52,110,254,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,三重県,119,12.64 ,12.61 ,2,11,18,18,21,19,18,12,0,97,22,0,1,25,93,3,90,55,1,5,29,0,87,0,7,5,2,18,0,85,0,6,5,1,22,0,12,9,18,11,5,13,22,4,8,4,4,8,1,22,14,13,18,22,17,13,0,20,90,8,2,5,1,10,6,45,36,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,滋賀県,86,12.16 ,12.13 ,3,8,13,11,13,14,9,15,0,72,14,0,4,11,71,6,65,21,0,23,21,0,57,4,2,3,0,20,0,56,4,5,8,9,4,0,4,5,7,9,1,13,6,15,6,6,5,3,6,10,9,14,13,13,17,10,0,26,84,6,2,3,1,17,1,32,47,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,京都府,143,10.83 ,10.80 ,3,13,15,27,23,23,20,19,0,98,43,2,5,22,116,9,107,34,0,38,35,0,110,6,1,6,2,18,0,98,0,7,14,2,22,0,4,3,10,5,6,12,13,8,5,7,5,6,59,22,25,20,22,16,14,21,3,16,87,9,3,6,2,11,46,42,62,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,大阪府,590,13.21 ,13.17 ,10,71,80,96,88,117,87,41,0,418,171,1,12,95,479,12,467,92,2,262,111,4,363,105,9,23,1,89,0,326,39,15,125,24,61,0,45,38,49,46,36,55,44,62,53,45,34,31,52,70,95,86,77,79,89,86,8,114,496,49,25,34,6,29,15,190,375,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,兵庫県,363,12.55 ,12.51 ,8,23,46,65,46,66,77,32,0,240,121,2,5,49,307,12,295,52,4,137,102,2,246,43,6,21,4,43,0,227,6,9,55,12,54,0,42,26,27,33,20,36,42,36,29,17,23,30,2,49,54,44,63,53,47,53,0,68,233,21,11,10,9,29,56,117,201,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,奈良県,84,11.47 ,11.44 ,0,7,14,13,9,15,16,10,0,69,15,0,2,9,73,0,73,20,1,14,38,0,58,6,1,3,1,15,0,56,2,3,6,5,12,0,5,3,3,9,6,9,7,8,12,3,1,7,11,17,8,15,12,12,4,15,1,9,52,5,4,2,0,3,27,31,42,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,和歌山県,58,10.82 ,10.79 ,1,6,6,7,8,10,12,8,0,42,16,0,3,9,46,1,45,10,1,12,22,0,43,5,1,4,2,3,0,43,2,2,5,0,6,0,4,3,5,4,5,8,8,6,5,5,0,1,4,6,6,6,11,12,7,9,1,8,39,6,2,4,0,0,11,16,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,鳥取県,31,10.09 ,10.07 ,1,2,1,5,2,6,6,8,0,28,3,0,1,0,30,1,29,4,2,11,12,0,20,1,1,5,0,4,0,20,0,2,1,1,7,0,2,0,3,5,2,6,1,1,4,4,0,2,1,2,4,4,3,5,9,4,0,10,23,2,0,1,1,1,8,11,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,島根県,38,10.20 ,10.17 ,0,2,2,1,4,8,8,13,0,35,3,0,0,3,35,0,35,8,3,19,5,0,26,0,4,5,2,1,0,25,2,4,0,0,7,0,2,0,6,6,1,4,6,5,3,0,2,0,3,3,2,5,4,7,7,10,0,5,26,6,0,1,0,2,5,12,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,岡山県,106,10.60 ,10.57 ,0,7,13,12,15,23,17,19,0,87,19,0,4,20,82,1,81,33,1,28,19,0,72,2,5,10,1,16,0,69,2,7,10,0,18,0,7,8,6,11,9,11,10,5,6,10,5,7,11,10,23,13,20,10,17,11,2,30,71,4,3,4,0,3,27,28,60,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,広島県,185,12.59 ,12.56 ,7,18,29,31,25,31,26,18,0,143,41,1,4,32,149,8,141,48,4,50,39,0,118,18,8,13,5,23,0,114,9,8,26,3,25,0,10,14,21,23,6,16,12,16,11,6,1,9,40,25,30,29,22,30,22,23,4,31,117,13,5,6,4,10,46,58,92,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,山口県,87,11.43 ,11.40 ,2,9,16,12,7,13,15,13,0,66,21,0,2,17,68,2,66,19,1,21,25,0,56,6,5,10,2,8,0,52,3,5,10,1,16,0,4,5,2,11,2,13,7,7,6,10,7,1,12,8,11,10,10,18,11,18,1,11,84,11,6,6,0,4,2,25,42,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,徳島県,48,11.68 ,11.65 ,0,3,5,5,11,10,10,4,0,38,10,0,4,6,37,1,36,11,0,14,11,1,26,3,3,9,0,7,0,22,3,4,7,1,11,0,4,2,5,5,2,6,2,1,3,2,3,3,10,6,6,7,5,7,8,8,1,11,25,1,0,2,1,1,21,17,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,香川県,56,10.73 ,10.70 ,0,3,5,10,4,15,15,4,0,45,11,0,0,4,51,0,51,6,1,19,25,1,38,3,4,3,0,8,0,31,5,1,5,1,13,0,5,2,8,8,3,4,3,4,8,4,2,2,3,8,7,7,11,5,10,7,1,12,30,3,2,4,0,3,13,14,27,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,愛媛県,97,12.77 ,12.74 ,2,11,13,14,15,16,12,14,0,73,24,0,2,19,76,1,75,13,2,28,32,0,63,3,6,11,0,14,0,54,2,10,15,1,15,0,8,4,4,5,6,11,10,11,10,8,3,5,12,12,10,14,9,19,24,8,1,12,44,10,4,8,0,5,32,28,52,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,高知県,44,10.93 ,10.90 ,1,2,8,6,5,9,5,8,0,34,10,0,3,7,34,1,33,12,0,11,10,0,28,1,1,4,2,8,0,31,1,1,4,0,7,0,8,3,1,8,4,5,2,5,3,1,0,4,0,9,4,7,4,5,7,8,0,10,31,4,1,5,1,2,8,14,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,福岡県,374,14.10 ,14.06 ,5,41,62,46,65,67,54,34,0,261,110,3,10,76,286,10,276,75,9,74,118,2,229,51,13,24,8,49,0,209,14,18,62,6,65,0,18,23,19,38,26,29,36,39,23,26,21,18,58,50,73,38,50,47,57,51,8,86,220,32,33,25,1,15,91,135,147,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,佐賀県,50,11.13 ,11.10 ,1,4,7,7,14,7,7,3,0,40,10,0,1,12,37,2,35,9,0,4,22,0,32,2,7,3,0,6,0,24,5,6,3,2,10,0,3,3,2,2,4,7,7,2,5,4,1,0,10,5,8,12,8,8,4,2,3,4,43,7,3,3,2,15,1,18,18,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,長崎県,80,10.53 ,10.50 ,3,6,4,12,13,11,14,17,0,57,23,0,3,8,69,5,64,16,1,33,14,0,54,3,3,7,1,12,0,54,1,4,7,1,13,0,6,6,2,8,2,10,13,9,5,5,3,1,10,6,10,13,16,13,13,8,1,24,51,4,2,3,0,13,12,22,53,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,熊本県,129,13.42 ,13.38 ,1,17,11,18,22,25,18,17,0,105,24,0,4,26,99,4,95,21,2,51,21,0,88,2,9,15,3,12,0,84,6,6,7,2,24,0,4,9,7,8,9,13,16,13,10,6,7,12,15,19,20,13,14,16,16,28,3,26,122,5,0,8,1,5,15,52,70,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,大分県,87,13.82 ,13.78 ,0,8,11,12,15,17,12,12,0,61,26,0,3,16,68,1,67,22,2,15,28,0,48,4,5,8,3,19,0,53,2,6,8,3,15,0,10,7,5,8,2,12,5,8,8,4,1,2,15,16,12,13,11,12,12,9,2,15,59,3,3,6,0,6,21,23,50,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,宮崎県,94,15.57 ,15.53 ,2,10,8,7,9,15,21,22,0,69,25,0,5,9,80,3,77,24,0,29,24,0,59,6,6,4,2,17,0,60,9,4,12,0,9,0,6,3,9,11,6,7,6,11,10,2,4,8,11,9,15,16,11,9,17,12,5,25,84,8,2,4,0,3,6,22,58,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,鹿児島県,113,12.50 ,12.46 ,3,6,14,10,25,19,21,15,0,85,28,0,3,19,91,3,88,28,1,39,20,0,83,0,4,13,3,10,0,81,5,4,5,0,18,0,4,2,8,11,7,10,13,10,13,7,4,3,21,21,15,13,16,15,9,22,2,21,66,8,3,6,0,1,33,33,61,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,沖縄県,60,8.31 ,8.28 ,1,5,10,13,17,9,3,2,0,48,12,0,4,3,53,2,51,15,0,9,27,0,35,15,1,4,0,5,0,30,4,1,16,0,9,0,3,3,4,3,3,8,3,3,4,6,1,6,13,5,11,5,8,9,11,11,0,7,46,5,2,1,0,6,12,33,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,不明,24,0.00 ,0.00 ,0,2,0,2,2,5,0,1,12,2,5,17,0,1,5,0,5,1,0,1,3,18,0,4,0,5,1,14,0,9,0,3,7,1,4,0,4,1,3,0,1,2,1,0,0,0,3,0,9,1,4,3,5,1,6,1,3,2,4,2,1,1,0,2,18,0,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
