A5表 都道府県別集計,,平成23年確定値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,平成23年確定値,,,,,,,,,,,,,,,,,,,,,,,,,,,,平成23年確定値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自殺日・住居地,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
男性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
都道府県コード,都道府県名,自殺者数,自殺死亡率,年換算した自殺死亡率,年齢 (10歳階級）別,,,,,,,,,同居人の有無,,,職業別,,,,,,,,,,場所別,,,,,,,手段別,,,,,,,自殺の時間帯別,,,,,,,,,,,,,自殺の曜日別,,,,,,,,原因・動機別,,,,,,,,自殺未遂歴の有無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,20歳未満,20-29,30-39,40-49,50-59,60-69,70-79,80歳以上,不詳,あり,なし,不詳,自営業・家族従業者,被雇用・勤め人,無職,,,,,,,不詳,自宅等,高層ビル,乗物,海（湖）・河川等,山,その他,不詳,首つり,服毒,練炭等,飛降り,飛込み,その他,不詳,0-2時,2-4時,4-6時,6-8時,8-10時,10-12時,12-14時,14-16時,16-18時,18-20時,20-22時,22-24時,不詳,日曜,月曜,火曜,水曜,木曜,金曜,土曜,不詳,家庭問題,健康問題,経済・生活問題,勤務問題,男女問題,学校問題,その他,不詳,あり,なし,不詳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,茨城県,492,33.10 ,33.10 ,11,59,78,80,98,81,51,34,0,371,115,6,50,162,271,19,252,0,45,67,140,9,296,8,69,19,19,81,0,339,17,63,19,6,47,1,36,28,44,42,25,23,34,34,32,24,24,23,123,61,69,87,78,67,67,55,8,60,221,106,52,13,8,19,131,59,286,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,栃木県,335,33.70 ,33.70 ,7,32,61,51,53,68,36,27,0,242,91,2,34,100,193,10,183,0,29,77,77,8,182,6,58,17,13,59,0,195,16,60,23,9,32,0,15,14,25,25,19,26,20,25,16,9,12,10,119,40,62,50,53,45,32,43,10,37,148,91,37,14,6,16,71,53,143,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,群馬県,350,35.44 ,35.44 ,5,34,45,67,60,74,41,24,0,249,101,0,47,90,212,8,204,0,32,37,135,1,206,3,40,21,14,66,0,236,9,36,17,4,48,0,19,8,8,12,17,13,18,14,13,13,11,7,197,35,47,52,50,53,48,44,21,45,175,110,45,10,3,29,5,56,288,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,埼玉県,1093,30.40 ,30.40 ,23,116,177,178,200,215,127,56,1,740,347,6,82,359,630,47,583,0,97,244,242,22,631,49,100,62,32,219,0,682,26,119,88,38,140,0,78,65,91,91,54,78,70,75,87,57,53,73,221,133,180,165,149,140,123,136,67,133,559,351,103,29,22,56,43,215,751,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,千葉県,991,32.08 ,32.08 ,19,98,178,169,197,182,105,43,0,692,294,5,112,324,546,30,516,0,86,116,314,9,576,31,79,38,30,237,0,664,25,90,74,27,111,0,67,67,111,84,56,56,71,74,55,45,54,51,200,119,181,139,137,117,144,114,40,126,332,286,112,28,15,33,342,190,611,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,東京都,2020,32.19 ,32.19 ,51,287,312,389,363,349,178,89,2,1130,874,16,205,702,1039,110,929,0,127,188,614,74,1142,177,78,94,39,490,0,1310,26,128,271,67,214,4,184,123,172,132,106,121,126,118,123,111,79,101,524,258,356,298,260,277,256,237,78,195,660,453,207,57,42,67,829,221,1083,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,神奈川県,1284,28.65 ,28.65 ,28,167,210,265,212,222,114,63,3,814,457,13,110,455,690,52,638,0,105,152,381,29,776,40,75,41,26,326,0,884,19,108,104,44,125,0,121,77,98,80,69,79,92,77,63,54,65,51,358,147,199,201,199,183,158,153,44,128,383,280,145,26,25,64,562,179,835,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,新潟県,478,41.42 ,41.42 ,10,42,53,88,87,78,71,49,0,381,97,0,59,143,273,15,258,0,36,111,111,3,318,6,44,19,13,78,0,353,14,40,16,5,50,0,48,30,32,37,34,44,39,41,46,25,15,28,59,51,91,78,72,62,61,58,5,58,124,94,25,8,4,20,243,74,291,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,富山県,195,36.94 ,36.94 ,5,19,30,33,34,30,26,18,0,151,44,0,27,68,98,6,92,0,16,33,43,2,132,4,19,12,2,26,0,144,6,16,8,1,20,0,15,13,20,27,7,14,13,19,23,7,6,8,23,28,41,22,34,19,25,24,2,33,110,64,25,7,4,29,6,33,140,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,石川県,201,35.93 ,35.93 ,5,14,27,45,41,37,21,11,0,152,47,2,21,77,101,9,92,0,15,30,47,2,109,1,24,11,8,48,0,136,2,25,9,3,26,0,12,8,19,22,13,14,16,20,19,5,7,9,37,24,34,38,22,24,26,25,8,22,53,56,30,5,5,11,70,34,125,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,福井県,112,28.61 ,28.61 ,2,13,15,17,21,17,17,10,0,82,29,1,17,36,56,9,47,0,4,24,19,3,64,2,10,2,10,24,0,84,1,11,9,0,7,0,12,3,10,10,7,12,11,12,7,6,3,4,15,13,20,15,18,14,15,14,3,13,40,28,8,2,3,7,48,14,67,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,山梨県,151,35.73 ,35.73 ,5,15,20,33,27,30,13,8,0,109,39,3,20,46,84,6,78,0,15,16,47,1,87,1,16,5,6,36,0,102,5,22,7,4,11,0,10,12,11,12,7,11,9,12,14,9,3,8,33,25,24,18,23,23,19,12,7,23,66,50,15,1,0,9,37,16,75,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,長野県,342,32.52 ,32.52 ,9,36,57,65,64,53,29,29,0,259,79,4,48,132,160,15,145,0,17,62,66,2,183,8,50,20,14,67,0,229,8,42,23,3,37,0,24,14,21,29,9,22,22,29,24,28,14,16,90,38,60,46,46,58,46,40,8,64,171,102,59,16,9,27,46,54,245,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,岐阜県,349,34.48 ,34.48 ,9,44,49,53,66,57,48,23,0,260,86,3,38,118,189,17,172,0,30,72,70,4,200,4,43,23,22,57,0,232,7,46,15,1,48,0,29,20,19,21,20,26,34,26,22,17,15,19,81,42,49,56,52,46,56,39,9,57,116,81,44,9,9,18,110,50,201,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,静岡県,614,33.05 ,33.05 ,9,63,78,120,127,119,62,36,0,453,157,4,63,232,315,14,301,0,62,92,147,4,371,10,61,20,34,118,0,411,14,78,34,5,72,0,78,39,39,47,28,44,42,56,40,32,21,27,121,78,111,84,87,71,85,70,28,96,216,163,75,23,10,31,226,109,384,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,愛知県,1119,30.77 ,30.77 ,21,149,197,188,188,206,111,58,1,730,381,8,113,399,580,35,545,0,75,239,231,27,648,39,90,47,36,259,0,765,21,111,83,19,119,1,144,62,108,71,55,70,74,89,72,46,47,51,230,145,175,143,144,175,162,134,41,149,478,328,159,31,13,56,205,142,681,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,三重県,259,28.78 ,28.78 ,4,23,35,47,58,42,36,14,0,188,70,1,33,91,129,6,123,0,35,48,40,6,164,0,28,5,14,48,0,200,1,27,6,1,24,0,39,15,31,25,15,25,35,7,13,14,14,12,14,29,49,55,32,29,34,29,2,35,117,62,25,9,2,18,45,39,101,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,滋賀県,228,33.26 ,33.26 ,6,24,35,45,46,36,23,13,0,163,65,0,31,73,124,7,117,0,31,41,45,0,128,2,23,15,16,44,0,167,7,19,7,3,25,0,8,13,17,34,12,19,22,13,21,10,13,12,34,30,38,33,34,32,35,25,1,56,131,97,36,10,3,28,20,49,155,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,京都府,349,28.49 ,28.49 ,7,38,56,64,61,71,40,12,0,239,103,7,55,106,183,21,162,0,23,56,83,5,197,15,29,15,17,76,0,246,6,27,26,13,31,0,16,17,27,15,14,24,24,15,17,13,10,9,148,35,61,50,48,46,53,42,14,41,137,99,39,7,8,20,100,51,167,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,大阪府,1303,30.89 ,30.89 ,22,141,190,255,224,277,136,58,0,797,499,7,144,377,768,48,720,0,83,352,285,14,721,132,88,70,28,264,0,855,27,110,160,37,113,1,121,92,108,119,79,86,100,89,72,55,57,48,277,172,215,170,155,209,183,157,42,194,633,468,147,52,21,58,188,213,851,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,兵庫県,860,32.04 ,32.04 ,22,76,150,140,155,167,102,48,0,551,299,10,113,267,470,33,437,0,53,163,221,10,451,56,59,43,42,209,0,568,18,65,88,25,95,1,137,51,68,104,51,66,79,71,60,59,64,34,16,110,146,126,135,111,128,100,4,107,368,205,101,27,18,62,158,146,588,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,奈良県,168,25.01 ,25.01 ,4,13,42,27,28,24,18,12,0,126,41,1,15,57,94,7,87,0,11,20,56,2,87,9,16,3,8,45,0,111,4,12,17,8,16,0,19,5,15,13,5,15,13,15,11,11,14,14,18,29,33,20,25,12,33,16,0,19,63,35,24,2,2,3,59,28,94,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,和歌山県,156,32.09 ,32.09 ,4,14,13,19,29,36,27,14,0,122,32,2,22,42,88,4,84,0,5,26,53,4,102,1,8,7,15,23,0,124,2,9,7,0,14,0,16,5,10,13,10,20,10,14,10,8,5,10,25,19,22,22,25,22,25,20,1,13,59,24,13,5,2,8,58,17,99,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,鳥取県,115,40.59 ,40.59 ,2,17,13,20,19,19,16,9,0,83,32,0,15,32,68,4,64,0,8,18,38,0,72,2,11,2,7,21,0,81,3,12,3,1,15,0,15,8,6,6,10,8,8,8,9,7,5,9,16,13,20,16,23,19,9,12,3,17,34,25,7,2,0,4,53,22,66,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,島根県,148,43.17 ,43.17 ,3,12,20,19,33,29,14,17,1,114,33,1,18,61,68,6,62,0,6,32,24,1,87,0,11,6,11,33,0,121,0,14,4,0,9,0,10,6,9,15,9,14,15,13,8,12,10,3,24,19,31,30,15,13,21,14,5,24,58,33,21,9,4,8,32,28,79,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,岡山県,269,28.84 ,28.84 ,9,35,39,56,53,40,22,15,0,196,73,0,31,96,141,10,131,0,45,39,47,1,151,2,25,11,16,64,0,195,3,28,10,3,30,0,26,16,21,15,15,17,24,18,23,11,12,23,48,37,47,37,36,32,41,32,7,60,101,96,44,11,7,11,67,49,158,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,広島県,402,29.11 ,29.11 ,8,37,50,80,73,67,63,24,0,265,133,4,42,148,209,11,198,0,31,92,75,3,230,11,35,16,28,82,0,277,5,37,28,4,51,0,25,13,25,26,23,31,32,26,25,20,16,16,124,59,65,55,62,52,56,42,11,78,214,116,49,21,4,18,75,48,264,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,山口県,249,36.15 ,36.15 ,2,17,33,41,48,49,38,21,0,164,84,1,37,72,137,7,130,0,23,41,66,3,141,4,28,3,25,48,0,189,4,26,10,3,17,0,23,12,24,21,15,13,14,25,19,14,8,10,51,36,41,37,33,23,40,28,11,47,147,84,29,4,5,7,25,33,140,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,徳島県,99,26.29 ,26.29 ,1,8,18,12,20,20,8,12,0,74,24,1,12,24,60,1,59,0,4,25,30,3,57,2,7,5,5,23,0,73,2,8,10,1,5,0,3,7,11,13,9,6,5,5,9,5,3,6,17,18,12,13,20,10,15,10,1,12,32,16,4,2,1,7,42,15,64,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,香川県,168,34.54 ,34.54 ,3,16,29,24,31,31,20,14,0,124,43,1,24,53,88,4,84,0,10,37,37,3,99,2,15,5,7,40,0,109,4,22,10,2,21,0,14,11,16,14,12,10,12,17,14,8,10,8,22,29,31,29,18,24,21,15,1,30,59,38,19,9,1,4,48,22,113,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,愛媛県,239,34.82 ,34.82 ,9,26,33,32,58,44,23,14,0,167,71,1,34,79,125,13,112,0,15,49,48,1,137,5,11,13,16,57,0,171,5,18,19,1,25,0,14,7,28,25,11,20,24,17,12,12,15,9,45,39,33,29,30,33,32,35,8,23,69,52,13,9,2,9,108,28,145,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,高知県,147,40.78 ,40.78 ,1,7,12,27,36,37,18,9,0,95,51,1,28,37,81,1,80,0,10,36,34,1,75,1,14,7,11,39,0,100,3,14,4,2,24,0,10,4,10,20,5,14,13,12,13,13,8,8,17,18,20,21,23,22,18,20,5,23,65,46,11,3,1,9,30,18,101,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,福岡県,878,36.68 ,36.68 ,11,83,142,160,177,172,93,40,0,587,276,15,95,300,475,23,452,0,76,147,229,8,487,25,89,28,56,193,0,617,16,97,54,12,82,0,71,55,72,90,48,56,74,63,55,47,44,52,151,108,145,111,130,112,139,104,29,112,295,232,103,36,9,34,309,146,469,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,佐賀県,140,34.52 ,34.52 ,6,7,17,21,29,31,17,12,0,106,33,1,21,42,76,3,73,0,6,21,46,1,71,4,19,6,12,28,0,94,3,20,10,3,10,0,11,6,10,11,8,9,8,9,10,14,7,8,29,21,14,24,16,22,19,20,4,27,80,48,27,2,2,29,10,24,75,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,長崎県,228,33.73 ,33.73 ,6,17,18,37,55,46,27,22,0,169,57,2,48,61,118,7,111,0,14,47,50,1,127,1,14,7,23,56,0,182,6,21,8,0,11,0,13,13,12,22,22,19,22,19,22,12,13,12,27,32,38,21,42,32,31,28,4,43,74,62,31,5,1,23,76,41,159,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,熊本県,283,32.77 ,32.77 ,4,28,39,38,59,48,34,33,0,226,56,1,45,80,157,5,152,0,12,85,55,1,140,5,44,8,19,67,0,203,7,39,15,0,19,0,23,22,23,21,15,23,19,31,19,23,12,9,43,39,47,47,35,45,35,30,5,54,140,56,21,9,4,19,65,41,202,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,大分県,179,31.43 ,31.43 ,7,13,22,32,36,24,30,15,0,139,39,1,20,53,106,9,97,0,12,37,48,0,86,8,28,9,15,33,0,114,7,24,14,1,19,0,12,11,10,21,8,18,22,19,11,8,8,2,29,26,33,21,29,22,25,21,2,25,81,48,25,10,1,18,45,26,134,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,宮崎県,237,43.72 ,43.72 ,5,16,31,29,53,51,37,15,0,169,67,1,39,70,128,4,124,0,16,63,45,0,120,2,25,11,19,60,0,172,13,21,10,3,18,0,15,10,18,15,18,21,18,18,16,12,15,18,43,32,42,37,24,34,28,36,4,49,105,64,38,10,0,22,45,41,146,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,鹿児島県,308,38.24 ,38.24 ,4,25,37,40,86,55,33,28,0,203,105,0,55,89,162,8,154,0,23,49,82,2,157,3,21,8,32,87,0,246,5,29,7,0,20,1,30,15,20,29,19,19,36,22,31,15,13,12,47,47,51,39,45,31,46,43,6,39,102,93,30,9,6,12,102,48,220,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,沖縄県,296,42.51 ,42.51 ,4,27,41,56,79,46,32,11,0,221,73,2,31,67,197,8,189,0,24,41,124,1,176,15,13,15,6,71,0,236,6,14,23,0,17,0,22,17,25,11,13,17,23,21,13,15,6,15,98,36,46,34,58,33,52,29,8,46,131,81,14,7,4,9,74,59,204,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,不明,309,0.00 ,0.00 ,1,12,28,28,49,54,10,2,125,1,102,206,4,12,85,0,85,0,14,3,68,208,0,13,27,44,46,177,2,205,2,21,30,30,20,1,38,21,28,21,8,7,13,8,7,13,10,22,113,27,45,40,38,36,36,40,47,11,15,71,8,4,0,10,227,11,47,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
